portfolio_id,desk_id,office_id_OFF00001001,office_id_OFF00001002,pf_category_A,pf_category_B,pf_category_C,pf_category_D,sold,country_code_M,country_code_N,country_code_T,country_code_U,country_code_Z,euribor_rate,currency_CHF,currency_EUR,currency_GBP,currency_JPY,currency_USD,libor_rate,bought,indicator_code,type_A,type_B,type_C,type_D,type_E,type_F,type_H,hedge_value,status,return,df1,df2
PF00003507,DSK00003226,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,54994362.47,0,0,0,0,0,1,0,0,1,0,0.007380034,0,6
PF00003551,DSK00003269,0,1,0,0,1,0,27500000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,27464601.68,0,0,0,0,0,1,0,0,1,0,0.019175013,0,48
PF00003509,DSK00003228,1,0,1,0,0,0,58234000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,58170012.99,0,1,0,0,0,0,0,0,1,0,0.0144,0,39
PF00003510,DSK00003229,0,1,0,1,0,0,128810000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,128681318.7,0,0,1,0,0,0,0,0,1,0,0.0144,0,36
PF00003512,DSK00003231,0,1,0,0,1,0,7315000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,7313283.007,0,0,0,0,0,1,0,0,1,0,0.0078,0,18
PF00003515,DSK00003233,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,54997479.17,0,0,0,0,0,1,0,0,1,0,0.0066,0,8
PF00003516,DSK00003234,0,1,0,0,1,0,16500000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,16464936.66,0,0,0,0,0,1,0,0,1,0,0.010674673,0,91
PF00003519,DSK00003237,0,1,0,1,0,0,128810000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,128681318.7,0,0,1,0,0,0,0,0,1,0,0.0144,0,35
PF00003520,DSK00003238,1,0,1,0,0,0,134112000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,134108461,0,1,0,0,0,0,0,0,1,0,0.0114,0,1
PF00003522,DSK00003240,1,0,1,0,0,0,166485000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,166327450.9,0,1,0,0,0,0,0,0,1,0,0.0132,0,33
PF00003553,DSK00003271,0,1,0,0,1,0,27500000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,27485601.06,0,0,0,0,0,1,0,0,1,0,0.056548561,0,23
PF00003555,DSK00003273,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,32958209.21,0,0,0,0,0,1,0,0,1,0,0.01563084,0,54
PF00003526,DSK00003244,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,54859688.26,0,0,0,0,0,1,0,0,1,0,0.012110823,0,92
PF00003527,DSK00003245,1,0,1,0,0,0,73667000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,73664953.75,0,1,0,0,0,0,0,0,1,0,0.012,0,1
PF00003528,DSK00003246,1,0,1,0,0,0,44044000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,44010380.96,0,1,0,0,0,0,0,0,1,0,0.0132,0,29
PF00003529,DSK00003247,0,1,0,0,1,0,72347000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,72340026.53,0,0,0,0,0,1,0,0,1,0,0.005948594,0,7
PF00003531,DSK00003249,0,1,0,1,0,0,1.10E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,10994044.89,0,0,0,0,1,0,0,0,1,0,0.0078,0,33
PF00003532,DSK00003250,0,1,0,1,0,0,37714870.84,0,1,0,0,0,0.01105,0,0,1,0,0,1.800728182,37683897.78,0,0,0,1,0,0,0,0,1,0,0.012,0,33
PF00003533,DSK00003251,1,0,1,0,0,0,64386466.64,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,64327499.76,0,1,0,0,0,0,0,0,1,0,0.0132,0,33
PF00003534,DSK00003252,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,54881826.39,0,0,0,0,0,1,0,0,1,0,0.0102,0,91
PF00003536,DSK00003254,1,0,1,0,0,0,101585000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,101581952.5,0,1,0,0,0,0,0,0,1,0,0.01296,0,1
PF00003538,DSK00003256,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,54995920.82,0,0,0,0,0,1,0,0,1,0,0.00534002,0,7
PF00003539,DSK00003257,0,1,0,0,1,0,27500000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,27497861.11,0,0,0,0,0,1,0,0,1,0,0.0048,0,7
PF00003540,DSK00003258,1,0,1,0,0,0,46695000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,46693599.19,0,1,0,0,0,0,0,0,1,0,0.01296,0,1
PF00003541,DSK00003259,0,1,0,0,1,0,1.10E+08,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,109789563.1,0,0,0,0,0,1,0,0,1,0,0.009081791,0,91
PF00003542,DSK00003260,0,1,0,0,1,0,27500000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,27497960.41,0,0,0,0,0,1,0,0,1,0,0.00534002,0,6
PF00003543,DSK00003261,1,0,1,0,0,0,49984000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,49982472.76,0,1,0,0,0,0,0,0,1,0,0.0132,0,1
PF00003544,DSK00003262,0,1,0,0,1,0,56302909.22,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,56134265.22,0,0,0,0,0,1,0,0,1,0,0.021212604,0,19
PF00003545,DSK00003263,0,1,0,0,1,0,56302909.22,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,56134265.24,0,0,0,0,0,1,0,0,1,0,0.04043652,0,51
PF00003546,DSK00003264,0,1,0,0,1,0,59594739.68,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,59487353.18,0,0,0,0,0,1,0,0,1,0,0.012974011,0,19
PF00003548,DSK00003266,0,1,0,0,1,0,41685391.44,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,41566877.96,0,0,0,0,0,1,0,0,1,0,0.0168246,0,19
PF00003549,DSK00003267,0,1,0,0,1,0,41685391.44,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,41566878.95,0,0,0,0,0,1,0,0,0,0,0.0767616,0,35
PF00003550,DSK00003268,0,1,0,0,1,0,27500000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,27464601.68,0,0,0,0,0,1,0,0,1,0,0.017377356,0,19
PF00003552,DSK00003270,0,1,0,0,1,0,27500000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,27485601.06,0,0,0,0,0,1,0,0,1,0,0.00904777,0,19
PF00003554,DSK00003272,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,32958209.05,0,0,0,0,0,1,0,0,1,0,0.02188326,0,19
PF00003556,DSK00003274,0,1,0,1,0,0,6285129.158,0,1,0,0,0,0.01105,0,0,1,0,0,1.800728182,6279967.541,0,0,0,1,0,0,0,0,1,0,0.017142856,0,19
PF00003557,DSK00003275,0,1,0,1,0,0,6285129.158,0,1,0,0,0,0.01105,0,0,1,0,0,1.800728182,6279967.541,0,0,0,1,0,0,0,0,1,0,0.04,0,28
PF00003561,DSK00003279,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,32985012.44,0,0,0,0,0,1,0,0,1,0,0.006765546,0,29
PF00003559,DSK00003278,0,1,0,0,1,0,74063000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,74030185.98,0,0,0,0,0,1,0,0,1,0,0.0066,0,29
PF00003562,DSK00003280,0,1,0,0,1,0,27500000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,27486135.42,0,0,0,0,0,1,0,0,1,0,0.0066,0,33
PF00003564,DSK00003282,1,0,1,0,0,0,68365000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,68363006.08,0,1,0,0,0,0,0,0,1,0,0.0126,0,1
PF00003565,DSK00003283,0,1,0,1,0,0,1.10E+07,0,1,0,0,0,0.01105,0,0,1,0,0,1.800728182,10991056.59,0,0,0,1,0,0,0,0,1,0,0.0108,0,33
PF00003567,DSK00003285,0,1,0,0,1,0,25916000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,25912436.55,0,0,0,0,0,1,0,0,1,0,0.0054,1,11
PF00003568,DSK00003286,1,0,1,0,0,0,68376000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,68370587.33,0,1,0,0,0,0,0,0,1,0,0.0114,0,3
PF00003570,DSK00003288,1,0,1,0,0,0,6.60E+07,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,65987425.73,0,1,0,0,0,0,0,0,1,0,0.01176,0,11
PF00003571,DSK00003289,1,0,1,0,0,0,120186000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,120183329.3,0,1,0,0,0,0,0,0,1,0,0.0096,0,1
PF00003573,DSK00003290,1,0,1,0,0,0,60500000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,60445095.7,0,1,0,0,0,0,0,0,1,0,0.01308,0,32
PF00003578,DSK00003295,0,1,0,0,1,0,1.10E+08,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,109949583.3,0,0,0,0,0,1,0,0,1,0,0.012375,0,30
PF00003577,DSK00003294,0,1,0,0,1,0,1.10E+08,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,109949583.4,0,0,0,0,0,1,0,0,1,0,0.014142852,0,14
PF00003581,DSK00003296,1,0,1,0,0,0,97493000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,97490968.94,0,1,0,0,0,0,0,0,1,0,0.009,0,1
PF00003582,DSK00003297,0,1,0,0,1,0,16500000,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,16482789.51,0,0,0,0,0,1,0,0,1,0,0.007905296,0,57
PF00003584,DSK00003299,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,54974180.45,0,0,0,0,0,1,0,0,1,0,0.006760028,0,30
PF00003585,DSK00003300,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,54995951.37,0,0,0,0,0,1,0,0,1,0,0.005300023,0,6
PF00003587,DSK00003302,1,0,1,0,0,0,7920000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,7912812.529,0,1,0,0,0,0,0,0,1,0,0.01308,0,30
PF00003588,DSK00003302,1,0,1,0,0,0,10780000,0,0,1,0,0,0.01105,0,0,0,0,1,1.759177273,10770217.05,0,1,0,0,0,0,0,0,1,0,0.01308,0,30
PF00003589,DSK00003303,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,32996700,0,0,0,0,0,1,0,0,1,0,0.0054,0,8
PF00003590,DSK00003304,0,1,0,0,1,0,71698897.64,1,0,0,0,0,0.01105,1,0,0,0,0,0.767044545,71666035.65,0,0,0,0,0,1,0,0,1,0,0.0066,0,30
PF00003607,DSK00003319,0,1,0,0,1,0,38301102.36,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,38283547.7,0,0,0,0,0,1,0,0,1,0,0.016499988,0,5
PF00003593,DSK00003307,1,0,1,0,0,0,141141000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,141138059.6,0,1,0,0,0,0,0,0,1,0,0.009,0,1
PF00003594,DSK00003308,0,1,0,1,0,0,52800000,0,1,0,0,0,0.00931,0,0,1,0,0,1.659150952,52760971.34,0,0,0,1,0,0,0,0,1,0,0.0108,0,31
PF00003595,DSK00003309,0,1,0,0,1,0,68156000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,68150888.3,0,0,0,0,0,1,0,0,1,0,0.0054,0,6
PF00003596,DSK00003310,0,1,0,0,1,0,12666862.14,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,12660926.27,0,0,0,0,0,1,0,0,1,0,0.006748034,0,30
PF00003612,DSK00003324,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,54974226.27,0,0,0,0,0,1,0,0,1,0,0.00843504,0,29
PF00003598,DSK00003312,1,0,1,0,0,0,6.60E+07,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,65990981.23,0,1,0,0,0,0,0,0,1,0,0.00984,0,6
PF00003600,DSK00003314,1,0,1,0,0,0,61435000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,61433720.13,0,1,0,0,0,0,0,0,1,0,0.009,0,1
PF00003602,DSK00003315,1,0,1,0,0,0,39600000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,39566698.03,0,1,0,0,0,0,0,0,1,0,0.01212,0,30
PF00003603,DSK00003316,0,1,0,1,0,0,3.30E+07,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,32972248.36,0,0,1,0,0,0,0,0,1,0,0.01212,0,30
PF00003604,DSK00003317,1,0,1,0,0,0,5.50E+07,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,54949126.27,0,1,0,0,0,0,0,0,1,0,0.01212,0,33
PF00003606,DSK00003318,1,0,1,0,0,0,31441338.27,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,31419737.2,0,1,0,0,0,0,0,0,1,0,0.01188,0,30
PF00003608,DSK00003320,0,1,0,0,1,0,38301102.36,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,38283547.75,0,0,0,0,0,1,0,0,1,0,0.010999956,0,23
PF00003609,DSK00003321,0,1,0,1,0,0,13200000,0,1,0,0,0,0.00931,0,0,1,0,0,1.659150952,13189592.88,0,0,0,1,0,0,0,0,1,0,0.03141816,0,5
PF00003610,DSK00003322,0,1,0,1,0,0,13200000,0,1,0,0,0,0.00931,0,0,1,0,0,1.659150952,13189592.87,0,0,0,1,0,0,0,0,1,0,0.016457136,0,26
PF00003611,DSK00003323,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,54974226.27,0,0,0,0,0,1,0,0,1,0,0.03374016,0,5
PF00003613,DSK00003325,0,1,0,0,1,0,42333137.87,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,42313299.99,0,0,0,0,0,1,0,0,1,0,0.033740172,0,5
PF00003614,DSK00003326,0,1,0,0,1,0,42333137.87,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,42313299.99,0,0,0,0,0,1,0,0,1,0,0.008435041,0,29
PF00003636,DSK00003349,1,0,1,0,0,0,269621000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,269396502.9,0,1,0,0,0,0,0,0,1,0,0.012,0,34
PF00003617,DSK00003329,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,32993583.33,0,0,0,0,0,1,0,0,1,0,0.006,0,14
PF00003618,DSK00003330,1,0,0,0,1,0,8.80E+07,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,87901977.23,0,0,0,0,0,1,0,0,1,0,0.007888569,0,61
PF00003620,DSK00003332,0,1,0,1,0,0,66110000,0,1,0,0,0,0.00931,0,0,1,0,0,1.659150952,66100492.39,0,0,0,1,0,0,0,0,1,0,0.009,0,11
PF00003621,DSK00003333,0,1,0,0,1,0,58212000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,58142954.1,0,0,0,0,0,1,0,0,1,0,0.0084,0,62
PF00003622,DSK00003334,1,0,0,0,1,0,24200000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,24194151.52,0,0,0,0,0,1,0,0,1,0,0.006960169,0,19
PF00003625,DSK00003337,1,0,1,0,0,0,4.40E+07,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,43992301.35,0,1,0,0,0,0,0,0,1,0,0.0108,0,7
PF00003626,DSK00003338,0,1,0,0,1,0,120109000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,120103661.8,0,0,0,0,0,1,0,0,1,0,0.0048,0,4
PF00003628,DSK00003340,0,1,0,0,1,0,93500000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,93400396.53,0,0,0,0,0,1,0,0,1,0,0.0078,0,60
PF00003629,DSK00003341,1,0,1,0,0,0,22726000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,22707707.68,0,1,0,0,0,0,0,0,1,0,0.012,0,31
PF00003637,DSK00003348,0,1,0,1,0,0,62150000,0,1,0,0,0,0.00931,0,0,1,0,0,1.659150952,62109501.2,0,0,0,1,0,0,0,0,1,0,0.0102,0,28
PF00003631,DSK00003343,0,1,0,0,1,0,35713736.09,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,35671970.69,0,0,0,0,0,1,0,0,1,0,0.007893783,0,64
PF00003634,DSK00003346,1,0,1,0,0,0,48895000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,48894049.28,0,1,0,0,0,0,0,0,1,0,0.0084,0,1
PF00003635,DSK00003347,0,1,0,1,0,0,122782000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,122676362,0,0,1,0,0,0,0,0,1,0,0.012,0,33
PF00003638,DSK00003350,1,0,1,0,0,0,57662000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,57660718.65,0,1,0,0,0,0,0,0,1,0,0.0096,0,1
PF00003639,DSK00003351,1,0,1,0,0,0,51568000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,51532213.74,0,1,0,0,0,0,0,0,1,0,0.012,0,29
PF00003641,DSK00003353,0,1,0,1,0,0,44044000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,44004884.55,0,0,1,0,0,0,0,0,1,0,0.012,0,33
PF00003643,DSK00003355,1,0,1,0,0,0,1.10E+07,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,10991451.09,0,1,0,0,0,0,0,0,1,0,0.012,0,28
PF00003644,DSK00003356,0,1,0,0,1,0,120109000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,120103661.8,0,0,0,0,0,1,0,0,1,0,0.0048,0,0
PF00003646,DSK00003358,1,0,1,0,0,0,116013533.4,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,115907285.1,0,1,0,0,0,0,0,0,1,0,0.01414284,0,3
PF00003649,DSK00003361,0,1,0,0,1,0,27500000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,27472956.78,0,0,0,0,0,1,0,0,1,0,0.00732456,0,58
PF00003650,DSK00003362,1,0,1,0,0,0,44814000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,44813004.16,0,1,0,0,0,0,0,0,1,0,0.0096,0,1
PF00003651,DSK00003363,1,0,1,0,0,0,44814000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,44812941.92,0,1,0,0,0,0,0,0,1,0,0.0102,0,1
PF00003656,DSK00003366,1,0,1,0,0,0,42449000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,42446759.75,0,1,0,0,0,0,0,0,1,0,0.0114,0,2
PF00003658,DSK00003368,0,1,0,0,1,0,66029700,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,66000353.47,0,0,0,0,0,1,0,0,1,0,0.006,0,34
PF00003669,DSK00003377,0,1,0,0,1,0,27500000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,27489343.75,0,0,0,0,0,1,0,0,1,0,0.0054,0,31
PF00003664,DSK00003374,0,1,0,1,0,0,66011000,0,1,0,0,0,0.00931,0,0,1,0,0,1.659150952,66001126.95,0,0,0,1,0,0,0,0,1,0,0.00936,0,11
PF00003670,DSK00003378,0,1,0,0,1,0,50765000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,50763730.88,0,0,0,0,0,1,0,0,1,0,0.0036,0,3
PF00003671,DSK00003378,0,1,0,0,1,0,27500000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,27498945.8,0,0,0,0,0,1,0,0,1,0,0.005520168,0,3
PF00003674,DSK00003380,1,0,1,0,0,0,54318000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,54274280.71,0,1,0,0,0,0,0,0,1,0,0.02319912,0,2
PF00003675,DSK00003381,1,0,1,0,0,0,54318000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,54274280.56,0,1,0,0,0,0,0,0,1,0,0.024856288,0,16
PF00003676,DSK00003382,1,0,1,0,0,0,34958000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,34956786.22,0,1,0,0,0,0,0,0,1,0,0.015,0,1
PF00003677,DSK00003383,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,54977083.33,0,0,0,0,0,1,0,0,1,0,0.006,0,30
PF00003679,DSK00003385,0,1,0,0,1,0,50539134.26,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,50461640.92,0,0,0,0,0,1,0,0,1,0,0.0072,0,92
PF00003680,DSK00003386,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,54975555.56,0,0,0,0,0,1,0,0,1,0,0.006,0,34
PF00003681,DSK00003387,0,1,0,1,0,0,92400000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,92306462.78,0,0,1,0,0,0,0,0,1,0,0.01368,0,34
PF00003682,DSK00003388,1,0,1,0,0,0,4.40E+07,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,43955458.47,0,1,0,0,0,0,0,0,1,0,0.01368,0,34
PF00003683,DSK00003389,1,0,1,0,0,0,37345000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,37343858.94,0,1,0,0,0,0,0,0,1,0,0.0132,0,1
PF00003684,DSK00003390,0,1,0,0,1,0,5.50E+07,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,54975555.56,0,0,0,0,0,1,0,0,1,0,0.006,0,32
PF00003686,DSK00003392,0,1,0,0,1,0,1.10E+08,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,109945977.8,0,0,0,0,0,1,0,0,1,0,0.00624,0,34
PF00003687,DSK00003393,0,1,0,0,1,0,27500000,1,0,0,0,0,0.00931,1,0,0,0,0,0.765040476,27495577.06,0,0,0,0,0,1,0,0,1,0,0.004962887,0,14
PF00003688,DSK00003394,1,0,1,0,0,0,25025000,0,0,1,0,0,0.00931,0,0,0,0,1,1.517774286,25022219.75,0,1,0,0,0,0,0,0,1,0,0.012,0,4
PF00003692,DSK00003398,0,1,0,1,0,0,13200000,0,1,0,0,0,0.00931,0,0,1,0,0,1.659150952,13192409.85,0,0,0,1,0,0,0,0,1,0,0.0084,0,33
PF00003693,DSK00003399,1,0,1,0,0,0,47751000,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,47749938.89,0,1,0,0,0,0,0,0,1,0,0.0096,0,1
PF00003694,DSK00003400,0,1,0,0,1,0,19286263.91,1,0,0,0,0,0.00933,1,0,0,0,0,0.822006364,19263709.6,0,0,0,0,0,1,0,0,1,0,0.022963734,0,1
PF00003695,DSK00003401,0,1,0,0,1,0,19286263.9,1,0,0,0,0,0.00933,1,0,0,0,0,0.822006364,19263709.6,0,0,0,0,0,1,0,0,1,0,0.012028621,0,43
PF00003696,DSK00003402,1,0,1,0,0,0,9570000,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,9569811.262,0,1,0,0,0,0,0,0,1,0,0.00852,0,1
PF00003697,DSK00003403,0,1,0,1,0,0,59950000,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,59900582.02,0,0,1,0,0,0,0,0,1,0,0.0132,0,29
PF00003698,DSK00003404,0,1,0,0,1,0,49500000,1,0,0,0,0,0.00933,1,0,0,0,0,0.822006364,49453868.75,0,0,0,0,0,1,0,0,1,0,0.0066,0,62
PF00003701,DSK00003405,1,0,1,0,0,0,167640000,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,167476245.4,0,1,0,0,0,0,0,0,1,0,0.0132,0,34
PF00003702,DSK00003406,1,0,1,0,0,0,27280000,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,27279431.68,0,1,0,0,0,0,0,0,1,0,0.009,0,1
PF00003703,DSK00003407,0,1,0,1,0,0,66011000,0,1,0,0,0,0.00933,0,0,1,0,0,1.739687727,66002898.82,0,0,0,1,0,0,0,0,1,0,0.00768,0,11
PF00003704,DSK00003408,0,1,0,1,0,0,52800000,0,1,0,0,0,0.00933,0,0,1,0,0,1.739687727,52761910.24,0,0,0,1,0,0,0,0,1,0,0.0102,0,32
PF00003705,DSK00003409,0,1,0,0,1,0,4.40E+07,1,0,0,0,0,0.00933,1,0,0,0,0,0.822006364,43958322.22,0,0,0,0,0,1,0,0,1,0,0.0066,0,63
PF00003707,DSK00003411,0,1,0,0,1,0,61424000,1,0,0,0,0,0.00933,1,0,0,0,0,0.822006364,61419819.76,0,0,0,0,0,1,0,0,1,0,0.0042,0,7
PF00003708,DSK00003412,1,0,1,0,0,0,1.10E+08,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,109896422.6,0,1,0,0,0,0,0,0,1,0,0.01404,0,33
PF00003709,DSK00003412,0,1,0,1,0,0,64174000,0,1,0,0,0,0.00933,0,0,1,0,0,1.739687727,64132533.95,0,0,0,1,0,0,0,0,1,0,0.009765408,0,33
PF00003710,DSK00003413,0,1,0,1,0,0,1.10E+07,1,0,0,0,0,0.00933,1,0,0,0,0,0.822006364,10996151.35,0,0,0,0,1,0,0,0,1,0,0.0054,0,31
PF00003711,DSK00003414,1,0,1,0,0,0,5.50E+07,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,54949629.51,0,1,0,0,0,0,0,0,1,0,0.0132,0,33
PF00003712,DSK00003415,1,0,1,0,0,0,27555000,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,27554464.22,0,1,0,0,0,0,0,0,1,0,0.0084,0,1
PF00003713,DSK00003416,1,0,1,0,0,0,10670000,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,10664800.91,0,1,0,0,0,0,0,0,1,0,0.01404,0,17
PF00003715,DSK00003418,0,1,0,0,1,0,1.10E+08,1,0,0,0,0,0.00933,1,0,0,0,0,0.822006364,109894125,0,0,0,0,0,1,0,0,1,0,0.0066,0,63
PF00003749,DSK00003450,0,1,0,0,1,0,37988167.28,1,0,0,0,0,0.00933,1,0,0,0,0,0.822006364,37975346.28,0,0,0,0,0,1,0,0,1,0,0.018225,0,1
PF00003717,DSK00003420,0,1,0,0,1,0,3.30E+07,1,0,0,0,0,0.00933,1,0,0,0,0,0.822006364,32987625,0,0,0,0,0,1,0,0,1,0,0.0054,0,30
PF00003718,DSK00003421,1,0,1,0,0,0,18557000,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,18556561.86,0,1,0,0,0,0,0,0,1,0,0.0102,0,1
PF00003720,DSK00003423,1,0,1,0,0,0,50347000,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,50345741.36,0,1,0,0,0,0,0,0,1,0,0.0108,0,1
PF00003721,DSK00003424,1,0,1,0,0,0,79200000,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,79119605.69,0,1,0,0,0,0,0,0,1,0,0.01416,0,33
PF00003722,DSK00003425,0,1,0,1,0,0,5.50E+07,0,0,1,0,0,0.00933,0,0,0,0,1,1.677556818,54947326.88,0,0,1,0,0,0,0,0,1,0,0.01428,0,30
